,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
2000,11755273,Fully remodeled studio/Kingsize bed,62551872,Ralph And Janice,2016-03-11,"Spacious, remodeled studio-new tile, cabinets, granite countertops, king size Tempurpedic mattress, cathedral ceiling, fully equipped kitchenette w/ sink, 2 burner portable electric cooktop, blender, microwave, coffeemaker, toaster, beach gear.",within a few hours,100%,93%,f,Kihei/Wailea,2.0,"['email', 'phone']",t,f,Kihei-Makena,Maui,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Coffee maker"", ""Hair dryer"", ""Bathtub"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Shared hot tub"", ""Kitchen"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""TV with standard cable"", ""Washer"", ""Long term stays allowed"", ""Cooking basics"", ""Patio or balcony"", ""Air conditioning"", ""Keypad"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Beach essentials"", ""Self check-in""]",$191.00,1,1125,1,1125,1.0,1125.0,0,0,0,0,299,2016-03-17,29,162,30942.0,4.73,4.81,4.71,4.85,4.85,4.88,4.68,f,2.73,"210081040002, TA-005-854-4128-01"
2200,12586942,Ocean View in the heart of Waikiki,338668271,Mari,2020-02-24,"Nice and cute 1 bedroom unit located just two blocks away from the famous Waikiki Beach.  With spectacular panoramic ocean views.  A Large balcony will provide relaxing times for you, and your loved ones to enjoy the beautiful ocean breezes that Hawaii has to offer.",within an hour,100%,98%,,Waikiki,33.0,"['email', 'phone']",t,f,Primary Urban Center,Honolulu,Entire condo,Entire home/apt,4,,1.0,,"[""Cooking basics"", ""Wifi"", ""Elevator"", ""Keypad"", ""Dishes and silverware"", ""Stove"", ""Hot tub"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Patio or balcony"", ""Dryer"", ""Coffee maker"", ""Paid parking on premises"", ""Hair dryer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Iron"", ""Microwave"", ""Self check-in"", ""TV"", ""Hangers"", ""Pool"", ""Oven"", ""Shampoo""]",,6,1000,6,1000,6.0,1000.0,0,0,0,0,141,2016-05-15,0,0,,4.7,4.77,4.57,4.91,4.84,4.97,4.76,f,1.31,W56040055
2400,13556572,Bali Hai Villa a beautiful landscaped garden oasis,14056461,Carmen,2014-04-08,"My place is close to the Makai Golf Course. You’ll love my place because it is located on a cliff overlooking the ocean; you can look outwards to the mountains and inward to the cascading waterfalls that flow into two large, beautifully landscaped swimming pools. It is one mile to the Bali Hai beach. Located on a resort with all facilities included. My place is good for couples, business travellers, and families (with kids).<br /><br />Maximum six people. Check-in day is Thursday.",,,100%,f,Kauaʻi,6.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire condo,Entire home/apt,6,,2.0,,"[""Cooking basics"", ""Wifi"", ""BBQ grill"", ""Dishes and silverware"", ""Hot tub"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Dryer"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Refrigerator"", ""Dishwasher"", ""Essentials"", ""Iron"", ""Heating"", ""Microwave"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Pool"", ""Oven"", ""First aid kit"", ""Shampoo""]",,7,7,7,7,7.0,7.0,0,0,0,0,3,2016-07-22,0,14,,5.0,4.67,4.67,5.0,5.0,4.67,5.0,f,0.03,"540050360000, TA-123-456-7890-12"
2600,14530776,Hale Ula Lani (House of Red Sky),89846889,Scott,2016-08-14,"My place is close to 3 white sand beaches. You’ll love my spacious condo because of quiet, the upscale design, 180 degree views of the ocean, and amazing sunsets.  The views, the location, the people, the ambiance, the outdoors space are all outstanding.. My place is good for couples, solo adventurers, business travelers, and families (with kids).",,,100%,f,Molokaʻi,1.0,"['email', 'phone']",t,f,Molokai,Maui,Entire condo,Entire home/apt,4,2.0,2.0,2.0,"[""TV with standard cable"", ""Washer"", ""Essentials"", ""Free parking on premises"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Kitchen"", ""Dryer"", ""Pool"", ""Wifi"", ""Iron"", ""Hot tub""]",$292.00,5,1125,5,1125,5.0,1125.0,1,8,36,213,9,2016-10-09,1,10,2920.0,5.0,5.0,4.89,5.0,5.0,5.0,4.78,f,0.09,"510030130040, TA-047-578-3168-01"
2800,15354843,Kona Makai 1-301,49441399,Blake,2015-11-19,"Looking for the absolute best view in Kona Makai? This corner, top floor property is second to none!",within an hour,100%,100%,t,Kailua/Kona,216.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire condo,Entire home/apt,4,,2.0,,"[""Coffee maker"", ""Hair dryer"", ""Dishwasher"", ""Pool"", ""Outdoor furniture"", ""Wifi"", ""Private entrance"", ""Hot tub"", ""Refrigerator"", ""Essentials"", ""Barbecue utensils"", ""Kitchen"", ""Toaster"", ""Microwave"", ""Dishes and silverware"", ""TV with standard cable"", ""Washer"", ""Oven"", ""Cooking basics"", ""Dedicated workspace"", ""Patio or balcony"", ""Air conditioning"", ""Stove"", ""Blender"", ""Bed linens"", ""Free parking on premises"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Gym""]",,1,1125,1,1125,1.9,752.5,2,19,26,138,6,2017-05-21,2,12,,5.0,5.0,4.83,5.0,5.0,5.0,4.67,t,0.06,TA-155-477-6064-01
3000,16259398,Yacht Harbor Towers Penthouse 3 Bed / 3 Bath,90710470,Benjamin,2016-08-18,"Aloha and Welcome!<br /><br />Experience the life of Hawaiian luxury overlooking the gorgeous south shore horizon of Ala Moana Beach Park, marina, and weekly fireworks!<br /><br />Modern and magnificently renovated fully furnished 3 bedroom / 3 bathroom unit with 2 assigned parking stalls.",within a few hours,100%,98%,t,Ala Moana/Kakaako,13.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire condo,Entire home/apt,6,3.0,3.0,5.0,"[""Coffee maker"", ""Shared beach access \u2013 Beachfront"", ""HDTV with standard cable"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Shared outdoor kitchen"", ""Stainless steel stove"", ""Dining table"", ""Dishwasher"", ""Outdoor furniture"", ""Wifi"", ""Refrigerator"", ""Shared BBQ grill"", ""Essentials"", ""Canal view"", ""Mountain view"", ""Hot water"", ""Wine glasses"", ""Clothing storage: closet and dresser"", ""Shared outdoor pool"", ""Shared hot tub"", ""Marina view"", ""Pool view"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Bidet"", ""Free dryer \u2013 In unit"", ""Ocean view"", ""Microwave"", ""Outdoor dining area"", ""Elevator"", ""Beach view"", ""Iron"", ""Dishes and silverware"", ""Waterfront"", ""Long term stays allowed"", ""Cooking basics"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Exterior security cameras on property"", ""Rice maker"", ""Bed linens"", ""Extra pillows and blankets"", ""Hot water kettle"", ""City skyline view"", ""Hangers"", ""Smoke alarm"", ""Stainless steel oven"", ""Free residential garage on premises \u2013 2 spaces"", ""Paid parking garage on premises"", ""Central air conditioning"", ""Ethernet connection"", ""Room-darkening shades""]",$326.00,90,365,31,365,85.3,365.0,29,51,81,250,3,2019-02-02,1,255,83130.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.04,TA-091-403-6736-01
3200,16882780,"Kahana Village Unit 9 - Deluxe, Ocean Front",111994664,Kahana Village,2017-01-17,"Located on Kahana's #1 Property on TripAdvisor.  Unit#9 is located at Kahana Village, on an ocean front property, situated on a picturespe reef protected cove with beautiful white sand beach.  This unit offers a relaxing refuge; home to marine life including whales, turtles, dolphins, and even monk seals!  This is a 2 Bedroom 2 Bath Ocean Front Deluxe unit which comfortably sleeps up to 6 people.<br /><br />TA-130-622-8736-01",,,,f,Napili/Honokowai,38.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire condo,Entire home/apt,6,,2.0,,"[""TV with standard cable"", ""Washer"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Pool"", ""Wifi"", ""Iron""]",,180,1124,180,1124,180.0,1124.0,29,59,89,89,2,2017-03-21,0,0,,4.5,5.0,4.5,5.0,5.0,5.0,5.0,f,0.02,
3400,17530660,"Kula Jewel - Pool, Hot Tub & Awesome Views!",15234735,Pamela,2014-05-07,"Pamela has been hosting two fully permitted listings for the last 11 years with over 1,000 five star reviews. BUT this one, Kula Jewel, burned to the ground in the Maui wildfires in 2023. We have recently completed building the NEW Jewel, and it is GORGEOUS! We just had our first guests stay, and this was their review: ""Pamela’s place is extraordinary! The views are stunning! The design and decor are fabulous in every detail! I’ve stayed in many Air B&Bs; I give her place my highest rating!""",within an hour,100%,97%,t,Maui,5.0,"['email', 'phone']",t,t,Makawao-Pukalani-Kula,Maui,Entire home,Entire home/apt,7,2.0,3.0,4.0,"[""Coffee maker"", ""Free washer \u2013 In building"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Garden view"", ""Exercise equipment: yoga mat"", ""Dining table"", ""Dishwasher"", ""Valley view"", ""Shower gel"", ""Board games"", ""Pets allowed"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Dove body wash body soap"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Sea view"", ""Essentials"", ""Wine glasses"", ""Mountain view"", ""Various brands shampoo"", ""Hot water"", ""Clothing storage: closet and dresser"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""Pool view"", ""Self check-in"", ""Building staff"", ""Glass top electric stove oven"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""HDTV with premium cable"", ""Drying rack for clothing"", ""Ocean view"", ""Microwave"", ""Outdoor dining area"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Crib"", ""Children\u2019s books and toys"", ""Beach essentials"", ""Private outdoor pool"", ""Long term stays allowed"", ""Various Brands conditioner"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Books and reading material"", ""Fire extinguisher"", ""Babysitter recommendations"", ""Private backyard \u2013 Not fully fenced"", ""Blender"", ""Portable heater"", ""Baking sheet"", ""Private hot tub"", ""Rice maker"", ""Shared beach access"", ""Free driveway parking on premises"", ""Bed linens"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Trash compactor"", ""Coffee"", ""Room-darkening shades"", ""Glass stop electric stove with full oven stove"", ""Free dryer \u2013 In building""]",$339.00,1,55,1,55,1.0,55.0,2,3,6,98,323,2017-04-09,2,120,40680.0,4.92,4.92,4.88,4.95,4.96,4.96,4.9,f,3.35,"230221120000, TA-020-811-3664-02"
3600,18143455,1 Bedroom Standard w/Kitchen-Kamaole Sands #8302,117224914,Castle Resorts And Hotels,2017-02-20,"Casual comfort defines this vacation home with private lanai for savoring meals and snacks prepped in the full kitchen. Enjoy WiFi, ceiling fans, flat screen TVs, DVD, dining table and a washer/dryer.",within an hour,100%,100%,f,Wailea,95.0,"['email', 'phone', 'work_email']",t,t,Kihei-Makena,Maui,Entire condo,Entire home/apt,4,2.0,1.0,1.0,"[""Coffee maker"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Dishwasher"", ""Pool"", ""Wifi"", ""Hot tub"", ""Refrigerator"", ""Essentials"", ""Building staff"", ""Kitchen"", ""Microwave"", ""Elevator"", ""Iron"", ""Washer"", ""Oven"", ""TV"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Stove"", ""Shampoo"", ""Ceiling fan"", ""Hangers"", ""Dryer"", ""Gym"", ""Self check-in""]",$268.00,2,60,2,1125,2.2,236.6,29,59,89,364,1,2019-12-28,0,0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,t,0.02,"390040040308, TA-072-436-5312-01"
3800,19136872,Ka'anapali Beach Club- 1 bedroom ocean view,31214940,Scott,2015-04-14,"Escape to an exotic island surrounded by glistening, white sandy shores, flourishing tropical scenery and intriguing wild life. The symphony of gently lapping waves beckons visitors to explore Maui’s many hidden wonders. Dive down to the depths of the ocean and discover indescribable beauty hiding in the sapphire blue waters. Take a boat cruise on a whale-watching excursion, or survey the diverse landscape on a scenic hike.",within an hour,100%,70%,t,South Lake Tahoe,1344.0,"['email', 'phone']",t,t,Lahaina,Maui,Private room in resort,Private room,4,,1.0,,"[""Wifi"", ""Hot tub"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Dryer"", ""Gym"", ""Hair dryer"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Iron"", ""Heating"", ""Private living room"", ""TV"", ""Hangers"", ""Pool"", ""Shampoo""]",,2,1125,2,1125,2.0,1125.0,0,0,0,0,27,2017-11-01,0,0,,4.78,4.93,4.81,4.85,4.89,4.89,4.81,f,0.3,"440010980010, TA-148-664-9856-01"
4000,19698050,1BR Condo at the Kahana Falls Resort,26650418,Vered,2015-01-24,"Kahana Falls offers beauty, comfort & a tropical escape for all who visit Maui. Relax & let go of all worries at this tropical home away from home. Take a dip in the free-form swimming pool and enjoy the peaceful sound of the waterfalls surrounding you. Warm up in the sandy-bottomed whirlpool after a great workout in the fitness center. Our on-site Paradise Activities desk will help you see the best of Maui, but don’t miss out on our beach... only steps away from the resort.",within an hour,100%,81%,f,South Lake Tahoe,325.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire condo,Entire home/apt,4,,1.0,,"[""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""BBQ grill"", ""Elevator"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Conditioner"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Dining table"", ""Washer"", ""Body soap"", ""Dryer"", ""Coffee maker"", ""Fire extinguisher"", ""Gym"", ""Outdoor dining area"", ""Hair dryer"", ""TV with standard cable"", ""Refrigerator"", ""Extra pillows and blankets"", ""Air conditioning"", ""Sun loungers"", ""Beach essentials"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Pack \u2019n play/Travel crib"", ""Blender"", ""Bed linens"", ""Bathtub"", ""Iron"", ""Shared pool"", ""Microwave"", ""Outdoor furniture"", ""Shared hot tub"", ""Building staff"", ""Toaster"", ""Self check-in"", ""Hangers"", ""Shared beach access"", ""Backyard"", ""Oven"", ""Baking sheet"", ""First aid kit"", ""Ceiling fan"", ""Wine glasses"", ""Shampoo"", ""Private patio or balcony""]",,5,28,5,1125,5.0,1125.0,0,0,0,0,17,2017-07-21,0,0,,4.41,4.47,4.59,4.65,4.65,4.65,4.41,t,0.18,Exempt
4200,20396370,The Aloha Hula studio! Free parking (MS02),42705922,Lei Hawaii,2015-08-27,"Tropical studio with free parking, a kitchenette, a king size bed and a sofa. Balcony and top to down windows are not missing and open for you a breathtaking city and ocean view. Located conveniently close to the beach and main attractions.",within an hour,100%,99%,f,Waikiki,84.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire condo,Entire home/apt,2,1.0,1.0,2.0,"[""Refrigerator"", ""Oven"", ""TV"", ""Bed linens"", ""Hair dryer"", ""Smoke alarm"", ""Air conditioning"", ""Kitchen"", ""Stove"", ""Shampoo"", ""Elevator"", ""Body soap"", ""Wifi"", ""Microwave"", ""Dishes and silverware""]",$119.00,1,1125,1,1125,1.8,232.5,9,25,52,311,91,2017-08-26,5,30,3570.0,4.38,4.69,4.47,4.6,4.62,4.95,4.58,t,0.99,"260190010110, 1302, TA-183-153-5616-01"
4400,20712170,Big Island Sanctuary,5125551,Jonathan,2013-02-17,"Welcome to our Big Island Sanctuary home! Lush, quiet, and private one acre getaway, with access to many of the island's beautiful attractions (note you will want a car to get around). Ideal for guests seeking relaxation, privacy, and a retreat in a peaceful setting. <br /><br />Update in 2024:  We’re back on Airbnb, and our home is remodeled! Looking forward to sharing our home and aloha with our guests.<br /><br />Our registration numbers are:<br /> TA-048-518-0416-01<br /> STVR-19-359579<br /> NUC-19-1191",within an hour,100%,98%,t,Island of Hawaiʻi,2.0,"['email', 'phone', 'work_email']",t,t,Puna,Hawaii,Entire home,Entire home/apt,6,2.0,2.0,4.0,"[""Clothing storage"", ""Crib"", ""Cooking basics"", ""Wifi"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Keypad"", ""Kitchen"", ""Exterior security cameras on property"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Patio or balcony"", ""Dryer"", ""Coffee maker"", ""Hair dryer"", ""Refrigerator"", ""Extra pillows and blankets"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Bathtub"", ""Ethernet connection"", ""Iron"", ""Microwave"", ""Self check-in"", ""TV"", ""Hangers"", ""Backyard"", ""Oven"", ""Shampoo""]",$118.00,3,60,3,1125,3.0,1125.0,19,30,39,187,51,2017-09-15,17,108,12744.0,4.9,4.96,4.92,4.92,4.98,4.76,4.9,f,0.56,
4600,21332233,Walk to Beach 2BR | Balcony | Pool |,111808435,Vacasa,2017-01-16,,within an hour,100%,100%,f,Kaanapali,316.0,"['email', 'phone', 'work_email']",t,t,Kihei-Makena,Maui,Entire condo,Entire home/apt,6,2.0,2.0,3.0,"[""Coffee maker"", ""Dishwasher"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Shared hot tub"", ""Kitchen"", ""Microwave"", ""Iron"", ""Smart lock"", ""Dishes and silverware"", ""TV with standard cable"", ""Washer"", ""Oven"", ""First aid kit"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Stove"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Smoke alarm"", ""Dryer"", ""Self check-in""]",$259.00,2,1125,2,1125,2.8,449.3,5,5,5,5,32,2018-03-01,1,6,1554.0,4.42,4.78,4.53,4.72,4.56,4.78,4.38,t,0.37,"390040820178, TA-117-289-8304-01"
4800,21998816,"Kailua-Kona Condo w/ Lanai, Walk to Beach + Pier!",151398424,Evolve,2017-09-20,"Plan for plenty of exciting adventures when you make this Kailua-Kona vacation rental the site of your next stop in Hawaii! Conveniently located just a short walk from Kamakahonu Beach, Hulihe‘e Palace, and a number of top local restaurants, this 1-bedroom, 1-bath condo is perfect for exploring the area during your stay. Take an incredible glass-bottom boat tour from Kailua Pier, visit the Kamakahonu National Landmark, or head home to unwind around the community’s outdoor pool and grill area!",within an hour,100%,99%,f,Downtown,612.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"[""Coffee maker"", ""Hair dryer"", ""Board games"", ""Pool"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Outdoor kitchen"", ""Private entrance"", ""Hot tub"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Kitchen"", ""Toaster"", ""Microwave"", ""Dishes and silverware"", ""Washer"", ""Oven"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Patio or balcony"", ""Air conditioning"", ""Fire extinguisher"", ""Backyard"", ""Shampoo"", ""Ceiling fan"", ""Exterior security cameras on property"", ""Bed linens"", ""Free parking on premises"", ""Smoke alarm"", ""Dryer"", ""Ethernet connection""]",$126.00,3,1125,3,1125,3.9,1125.0,2,4,18,246,46,2017-12-13,11,72,9072.0,4.83,4.89,4.78,4.89,4.87,4.91,4.78,t,0.52,TA-212-353-1264-01;GE-212-353-1264-01
5000,22458148,Oceanfront  IS310 - Charming One Bedroom Maalaea B,52042236,Cristina Villarin,2015-12-22,"As soon as you enter Island Sands #310—BOOM! —you’re hit with spectacular views: the Kihei coastline, Haleakala, neighbor islands, the beautiful blue Pacific, harbor boats, surfers and paddlers, sunrise, sunset, and starry night skies!",within a day,86%,88%,t,Kihei/Wailea,118.0,"['email', 'phone', 'work_email']",t,t,Kihei-Makena,Maui,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Coffee maker"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Dishwasher"", ""Pool"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Barbecue utensils"", ""Kitchen"", ""Toaster"", ""Microwave"", ""Dishes and silverware"", ""TV with standard cable"", ""Washer"", ""Oven"", ""Dedicated workspace"", ""Patio or balcony"", ""Air conditioning"", ""Stove"", ""Free parking on premises"", ""Mini fridge"", ""Hot water kettle"", ""Dryer""]",$256.00,1,1125,1,1125,2.8,346.6,0,8,38,272,2,2021-08-23,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.05,"380140150038, TA-113-938-4320-01"
5200,23488440,Best view for the money!,132394726,Buff,2017-05-28,"Best view for the money! <br />2 Bedrooms + Convertible bed(s), 2 Baths, (Sleeps up to 4)",within an hour,100%,67%,f,Island of Hawaiʻi,1.0,"['email', 'phone', 'work_email']",t,t,South Kohala,Hawaii,Entire condo,Entire home/apt,4,2.0,2.0,2.0,"[""Conditioner"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Dishwasher"", ""Board games"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Barbecue utensils"", ""Free street parking"", ""Kitchen"", ""Coffee maker: Keurig coffee machine"", ""Toaster"", ""Cleaning products"", ""Body soap"", ""Microwave"", ""Outdoor dining area"", ""Shared outdoor pool - lap pool, olympic-sized"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Washer"", ""TV with Amazon Prime Video, Netflix, standard cable"", ""Oven"", ""Free parking on premises \u2013 1 space"", ""Long term stays allowed"", ""Cooking basics"", ""Stove"", ""Fire extinguisher"", ""Shampoo"", ""Blender"", ""Ceiling fan"", ""Baking sheet"", ""Exterior security cameras on property"", ""Rice maker"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Dryer"", ""Ethernet connection"", ""Beach essentials""]",$203.00,5,365,1,365,5.0,365.0,5,8,28,145,35,2021-07-09,2,10,2030.0,5.0,4.97,4.89,5.0,5.0,4.83,4.91,f,0.78,TA-069-355-2128-01
5400,24396532,Kamaole Sands Unit 8-105: Ground Floor 2 Br Condo,132087088,Maui Condo,2017-05-26,"Contact us for last-minute reservations. This ground floor 2-bedroom, 2-bath Maui vacation rental is decorated with a stylish tropical theme with hues of green and blue.",within an hour,100%,100%,f,Wailea,557.0,"['email', 'phone']",t,t,Kihei-Makena,Maui,Entire condo,Entire home/apt,6,2.0,2.0,4.0,"[""Wifi"", ""Elevator"", ""Private entrance"", ""Dishes and silverware"", ""Keypad"", ""Kitchen"", ""Dryer \u2013\u00a0In unit"", ""Free parking on premises"", ""Smoke alarm"", ""Dining table"", ""Washer"", ""Shared gym nearby"", ""AC - split type ductless system"", ""Hair dryer"", ""TV with standard cable"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""Dishwasher"", ""Electric stove"", ""Blender"", ""Iron"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Shared BBQ grill: gas"", ""Shared pool"", ""Microwave"", ""Shared hot tub"", ""Toaster"", ""EV charger"", ""Self check-in"", ""Hangers"", ""Shared beach access"", ""Coffee"", ""Oven"", ""Ceiling fan"", ""Wine glasses"", ""Shampoo"", ""Private patio or balcony""]",$400.00,1,1125,1,1125,3.3,313.1,20,50,75,76,10,2021-04-20,1,6,2400.0,4.7,4.9,4.7,4.6,5.0,5.0,4.4,t,0.21,"390040040289, TA-114-709-0944-01"
5600,24965429,Moana's on the Northshore,80379332,Soloia,2016-06-28,"This is a short description required due to a recent change in our State Law. Our unit is located outside of one of the resort areas, so a 30 day minimum does apply to this unit. We will prorate our monthly rental rate for the time you want to be in the unit.<br /> Studio on North Shore Oahu, private entrance. Room has queen size bed, mini fridge, microwave, electric kettle, kitchen sink, utensils for two, spare linen and towels, hair dryer, air condition,WiFi, NetflixTV and washer. (no dryer).",within a few hours,100%,0%,f,Ko'olauloa,2.0,"['email', 'phone']",t,f,Koolauloa,Honolulu,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Free street parking"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Lockbox"", ""Washer"", ""TV"", ""First aid kit"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Free parking on premises"", ""Smoke alarm"", ""Self check-in""]",$65.00,29,1125,29,1125,29.0,1125.0,0,16,46,46,172,2018-05-21,0,0,0.0,4.71,4.86,4.86,4.91,4.81,4.75,4.81,f,2.07,"560100410000, #3, TA-004-339-5072-01"
5800,26052272,Oceanfront KUL714 - Upgraded Unit in W. Maui Condo,52042236,Cristina Villarin,2015-12-22,"This affordable, second-floor unit is a bright, cheerful condo completely renovated with high-end finishes from floor to ceiling. The full kitchen features bamboo cabinets, granite counters, and stainless steel appliances. Tile floors throughout Unit #714",within a day,86%,88%,t,Kihei/Wailea,118.0,"['email', 'phone', 'work_email']",t,t,Lahaina,Maui,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Coffee maker"", ""Freezer"", ""Hair dryer"", ""Dishwasher"", ""Pool"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Barbecue utensils"", ""Kitchen"", ""Toaster"", ""Microwave"", ""Dishes and silverware"", ""TV with standard cable"", ""Oven"", ""Dedicated workspace"", ""Patio or balcony"", ""Air conditioning"", ""Stove"", ""Free parking on premises"", ""Mini fridge"", ""Hot water kettle""]",$294.00,1,1125,1,1125,3.9,93.9,11,41,71,346,5,2021-03-04,0,0,0.0,4.8,5.0,4.8,5.0,4.8,4.8,4.8,t,0.1,"430080050091, TA-174-163-6608-01"
