,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
24512,884997558660388799,Kona Hawaiian Resort 2BR Unit,225597185,Alan,2018-11-13,"On the Big Island’s west coast, you’ll find this delightful retreat built to capture the natural wonder of Kailua-Kona. Beautifully designed to capture the charm of the 1930s, you’ll want for no modern amenity. Outdoor pools and the nearby beach are just the beginning of what’s within reach. *PLEASE BE SURE TO READ THE RULES SECTION*",within a day,85%,39%,f,Pennington Bend,93.0,"['email', 'phone']",t,t,North Kona,Hawaii,Room in hotel,Private room,6,2.0,2.0,3.0,"[""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Kitchen"", ""Outdoor dining area"", ""Washer"", ""TV"", ""First aid kit"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Smoke alarm"", ""Dryer""]",$325.00,4,21,4,21,6.2,10.8,16,46,76,313,20,2023-05-23,15,96,31200.0,4.95,4.9,4.85,4.95,5.0,5.0,4.9,f,0.91,
24514,885030222285494299,LUXE BEACHFRONTKa'anapali Residence Club+Amenities,236664052,Chimera,2019-01-14,"Pamper yourself in an unrivaled luxurious villa surrounded by clear blue waters and a picturesque oasis with premium beachfront amenities,  home to everything needed to elevate your vacation; you can relax in a sprawling lagoon pool, ringed with lush vegetation and steps away from an ice-cold drink at the Tiki Bar. <br /><br />Additional SAVINGS $500-$1000 (approx) with FindingMeili™✭ on certain 7-Night stays<br /><br />Reservations require 7-Night increments from SATURDAY-SATURDAY ONLY.",within a day,55%,20%,f,Northstar Resort,255.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire rental unit,Entire home/apt,11,3.0,3.0,5.0,"[""Sound system"", ""Sun loungers"", ""Safe"", ""Dining table"", ""Board games"", ""Shower gel"", ""Beach access \u2013 Beachfront"", ""Toaster"", ""Microwave"", ""Kayak"", ""High chair"", ""Clothing storage"", ""Waterfront"", ""Mini golf"", ""Cooking basics"", ""Dedicated workspace"", ""Resort access"", ""EV charger"", ""Life size games"", ""Baking sheet"", ""Rice maker"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hot water kettle"", ""Smoke alarm"", ""Park view"", ""Hammock"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Luggage dropoff allowed"", ""Hot water"", ""Pool view"", ""Cleaning products"", ""Children's playroom"", ""Children\u2019s dinnerware"", ""Iron"", ""Oven"", ""TV"", ""Long term stays allowed"", ""Stove"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Backyard"", ""Bed linens"", ""Carbon monoxide alarm"", ""Fire pit"", ""Record player"", ""Central air conditioning"", ""Coffee"", ""Beach essentials"", ""Changing table"", ""Freezer"", ""Hair dryer"", ""BBQ grill"", ""Essentials"", ""Shared outdoor pool - open 24 hours, heated, infinity, water slide"", ""Outdoor shower"", ""Bikes"", ""Free dryer \u2013 In unit"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Ocean view"", ""Beach view"", ""Dishes and silverware"", ""Children\u2019s books and toys"", ""First aid kit"", ""Ping pong table"", ""Patio or balcony"", ""Free parking on premises"", ""Theme room"", ""Hangers"", ""Room-darkening shades"", ""Heating"", ""Conditioner"", ""Bathtub"", ""Garden view"", ""Shared gym in building"", ""Dishwasher"", ""Outdoor furniture"", ""Wifi"", ""Outdoor kitchen"", ""Refrigerator"", ""Sea view"", ""Resort view"", ""Wine glasses"", ""Mountain view"", ""Sauna"", ""Shared hot tub"", ""Kitchen"", ""Body soap"", ""Elevator"", ""Books and reading material"", ""Outdoor playground"", ""Exercise equipment"", ""Shampoo"", ""Blender"", ""Courtyard view"", ""Trash compactor""]","$2,436.00",6,365,6,365,6.0,365.0,5,5,5,5,0,,0,0,0.0,,,,,,,,f,,Exempt
24569,886959537926885694,Kona Coast 2BR,452763106,Andrew & Lisa,2022-04-04,Take it easy at this unique and tranquil getaway.,within a day,96%,11%,f,Charlotte Amalie,202.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$240.00,2,365,2,365,2.0,365.0,30,60,89,89,0,,0,0,0.0,,,,,,,,f,,
24570,886962619647929301,Royal Sea Cliff 2BR,452763106,Andrew & Lisa,2022-04-04,Take it easy at this unique and tranquil getaway.,within a day,96%,11%,f,Charlotte Amalie,202.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Air conditioning"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$275.00,2,365,2,365,2.0,365.0,30,60,90,90,0,,0,0,0.0,,,,,,,,f,,
24571,886964895230641617,Makai Club 1BR,452763106,Andrew & Lisa,2022-04-04,Take it easy at this unique and tranquil getaway.,within a day,96%,11%,f,Charlotte Amalie,202.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$154.00,2,365,2,365,2.0,365.0,30,60,90,90,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
24572,886966904860041168,Kauai BEach Villas 1BR,452763106,Andrew & Lisa,2022-04-04,Take it easy at this unique and tranquil getaway.,within a day,96%,11%,f,Charlotte Amalie,202.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$200.00,2,365,2,365,2.0,365.0,30,60,89,89,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
24574,886994964753446364,The Ohana Beach House,20731164,Michael,2014-08-30,"We are not a new listing, Airbnb required us to start over. 4.95 stars and 22+ reviews<br /><br />1 month minimum rental required.<br /><br />Steps from one of the most beautiful beaches on Oahu, this Hawaiian style home is a perfect, peaceful getaway for your extended family. Listen to the waves crashing as you relax on the lanai, or BBQ for your group in true outdoor Hawaiian fashion. The house provides what you and your family need to relax, play, cook, and retreat.<br /><br />Ohana Beach House is the original listing",within a day,100%,,f,,1.0,"['email', 'phone']",t,t,Koolaupoko,Honolulu,Entire home,Entire home/apt,10,,5.0,,"[""Coffee maker"", ""Conditioner"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Dining table"", ""Dishwasher"", ""Shower gel"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Outdoor shower"", ""Indoor fireplace"", ""Barbecue utensils"", ""Free street parking"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Outdoor dining area"", ""Single level home"", ""Private patio or balcony"", ""Clothing storage"", ""Dishes and silverware"", ""Lockbox"", ""Washer"", ""Oven"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Books and reading material"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Blender"", ""Ceiling fan"", ""Baking sheet"", ""Private backyard \u2013 Fully fenced"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Beach essentials"", ""Self check-in""]",,30,1125,30,1125,30.0,1125.0,28,58,88,362,1,2024-03-29,1,60,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,0.09,"430180510000, TA-054-032-3840-01"
24690,889473676444865958,Volcano Cottage,183041642,Chenoa,2018-04-08,"Take a break and unwind at this peaceful oasis.  Cute cottage with modern amenities and upgrades surrounded by views of the Ohia forest. Spacious, open-concept living room and kitchen with high vaulted ceilings. Large front porch, perfect for relaxing and enjoying nature.  Less than 5 minutes away from Volcano's National Park, farmers markets, restaurants, hiking, and more.",within a day,100%,100%,f,,2.0,"['email', 'phone']",t,t,Puna,Hawaii,Entire home,Entire home/apt,4,,2.0,,"[""Fire extinguisher"", ""BBQ grill"", ""Mountain view"", ""Free parking on premises"", ""Smoke alarm""]",,2,365,2,365,2.0,365.0,0,0,0,0,0,,0,0,,,,,,,,,f,,
24709,892143668253856701,Recently upgraded w/ ocean view!,85814110,Christina,2016-07-25,"Welcome to Paki Maui!  Located on the north end of Kaanapali Beach, this recently updated one bedroom condo offers an ocean view.  Sit on your lanai and enjoy the tranquility of the ocean views and sounds.  This unit is located on the first floor but it is off the ground level giving you security and peace of mind. This one bedroom unit is cozy and comfortable and also includes free secured wi-fi!  Everything to make your vacation getaway in Maui a memorable one!",within a day,100%,100%,f,,5.0,"['email', 'phone']",f,t,Lahaina,Maui,Entire rental unit,Entire home/apt,4,,1.0,,"[""32 inch HDTV with Netflix, Roku, standard cable, DVD player"", ""Coffee maker: drip coffee maker"", ""Sound system"", ""Freezer"", ""Sun loungers"", ""Hair dryer"", ""Self check-in"", ""Safe"", ""Dishwasher"", ""Dining table"", ""Shower gel"", ""Outdoor furniture"", ""Wifi"", ""Suave body soap"", ""Private entrance"", ""Hot tub"", ""Refrigerator"", ""Shared backyard \u2013 Not fully fenced"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Outdoor shower"", ""Clothing storage: closet and dresser"", ""Barbecue utensils"", ""Free street parking"", ""Electric stove"", ""Paid washer \u2013 In building"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Microwave"", ""Outdoor dining area"", ""Ocean view"", ""Elevator"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Lockbox"", ""Waterfront"", ""Long term stays allowed"", ""Shared BBQ grill: gas"", ""Cooking basics"", ""Shared outdoor pool - available all year, open specific hours, heated"", ""Pack \u2019n play/Travel crib - available upon request"", ""Blender"", ""Single oven"", ""Ceiling fan"", ""Baking sheet"", ""Shared beach access"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Laundromat nearby"", ""Beach essentials"", ""Paid dryer \u2013 In building""]",,2,365,2,365,2.0,365.0,7,21,21,150,0,,0,0,,,,,,,,,f,,"440010510010, TA-127-678-5152-01"
24734,894926518213540726,"BEACHFRONTKaanapali Residence Club+Amenities, 2BR",236664052,Chimera,2019-01-14,"Pamper yourself in an unrivaled luxurious villa surrounded by clear blue waters and a picturesque oasis with premium beachfront amenities, home to everything needed to elevate your vacation; you can relax in a sprawling lagoon pool, ringed with lush vegetation and steps away from an ice-cold drink at the Tiki Bar.<br /><br />Additional $500-$1000 SAVINGS available with 𝐅𝐢𝐧𝐝𝐢𝐧𝐠 𝐌𝐞𝐢𝐥𝐢 on certain 7-Night stays. All reservations require a FRI-FRI, SAT-SAT OR SUN-SUN",within a day,55%,20%,f,Northstar Resort,255.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire rental unit,Entire home/apt,7,2.0,2.0,4.0,"[""Sound system"", ""Sun loungers"", ""Safe"", ""Dining table"", ""Board games"", ""Shower gel"", ""Housekeeping - available at extra cost"", ""Hot tub"", ""Beach access \u2013 Beachfront"", ""Toaster"", ""Microwave"", ""Kayak"", ""High chair"", ""Clothing storage"", ""Waterfront"", ""Mini golf"", ""Cooking basics"", ""Dedicated workspace"", ""Life size games"", ""Baking sheet"", ""Rice maker"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hot water kettle"", ""Smoke alarm"", ""Hammock"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Luggage dropoff allowed"", ""Hot water"", ""Pool view"", ""Cleaning products"", ""Children's playroom"", ""Iron"", ""Oven"", ""TV"", ""Long term stays allowed"", ""Stove"", ""Fire extinguisher"", ""Backyard"", ""Free resort access"", ""Bed linens"", ""Carbon monoxide alarm"", ""Fire pit"", ""Dryer"", ""Record player"", ""Coffee"", ""Beach essentials"", ""Changing table"", ""Freezer"", ""Hair dryer"", ""BBQ grill"", ""Essentials"", ""Outdoor shower"", ""Barbecue utensils"", ""Bikes"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Ocean view"", ""Beach view"", ""Dishes and silverware"", ""Crib"", ""Shared outdoor pool - available all year, heated"", ""First aid kit"", ""Ping pong table"", ""Patio or balcony"", ""Air conditioning"", ""Free parking on premises"", ""Theme room"", ""Hangers"", ""Gym"", ""Room-darkening shades"", ""Heating"", ""Conditioner"", ""Bathtub"", ""Garden view"", ""Dishwasher"", ""Outdoor furniture"", ""Wifi"", ""Outdoor kitchen"", ""Refrigerator"", ""Sea view"", ""Resort view"", ""Wine glasses"", ""Mountain view"", ""Sauna"", ""Kitchen"", ""Body soap"", ""Elevator"", ""Washer"", ""Books and reading material"", ""Outdoor playground"", ""Exercise equipment"", ""Shampoo"", ""Blender"", ""Courtyard view""]","$1,175.00",5,365,5,365,5.0,365.0,30,60,90,365,0,,0,0,0.0,,,,,,,,f,,Exempt
24752,895611361055572117,"North Shore Tropical Oasis, Hot Tub, beach access",188045683,Mike,2018-05-05,"This comfortable custom teak Bali home has the feel of a luxurious hotel or tropical getaway.  Includes HOT TUB for 7.  <br /><br />5* rating on VRBO<br /><br />Across street from white sand beach, Leftovers & Aligator Rock surf spots. <br /><br />Includes AC, fully stocked kitchen appliances, 6 gas burners, diswasher, laundry room, beach gear/chairs, outside grill, inside & outside seating for 8+  2 car garage, exterior gate for security.<br /><br />Contact us as rate negociated based on actual stay.  GE-129-442-8160, TA-129-442-8160",within a day,100%,50%,f,North Shore,1.0,"['email', 'phone']",t,t,North Shore Oahu,Honolulu,Entire home,Entire home/apt,8,2.5,4.0,6.0,"[""Pantene conditioner"", ""Gas stove"", ""Oil of olay body soap"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Dining table"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Shower gel"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Pantene shampoo"", ""Hot water"", ""Wine glasses"", ""Outdoor shower"", ""Barbecue utensils"", ""Free street parking"", ""Kitchen"", ""Coffee maker: Keurig coffee machine"", ""Bikes"", ""Toaster"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Drying rack for clothing"", ""Microwave"", ""Outdoor dining area"", ""Beach view"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Lockbox"", ""Stainless steel single oven"", ""Washer"", ""Beach essentials"", ""TV"", ""Long term stays allowed"", ""Cooking basics"", ""Dedicated workspace"", ""Books and reading material"", ""Air conditioning"", ""Fire extinguisher"", ""Blender"", ""Ceiling fan"", ""Baking sheet"", ""Private hot tub"", ""Exterior security cameras on property"", ""Rice maker"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Clothing storage: walk-in closet"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Coffee"", ""Room-darkening shades"", ""Self check-in""]",$650.00,30,365,30,365,30.0,365.0,0,0,0,153,2,2023-10-22,1,60,39000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.12,"610110230000, TA-129-442-8160-01"
24754,895710358367723559,April Sale Steps 2 Beach! NO TAX! Oceanview Condo!,366256124,Manu,2020-09-06,".SAVE AN ADDITIONAL %15 BY BOOKING DIRECT(min 5 day booking), why pay the booking fee). TAXES ALREADY IN THE PRICE!  BEST VALUE FOR YOU $$.  CHECK THE FINAL PRICE AND COMPARE!<br /><br />** Need 2 Inquire w owner prior 2 booking<br /><br />This 1 bedroom ocean view condo is in the heart of Kihei and is located directly across the street from WORLD FAMOUS, CHARLEY YOUNG BEACH and only 900 feet away from KAMAOLE I BEACH in sunny Kihei.",within a day,100%,66%,t,,1.0,"['email', 'phone']",t,t,Kihei-Makena,Maui,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Coffee maker"", ""Shared pool - available all year"", ""Freezer"", ""Bathtub"", ""Dining table"", ""Dishwasher"", ""Wifi"", ""Refrigerator"", ""Sea view"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Outdoor shower"", ""Pool view"", ""Kitchen"", ""Outdoor dining area"", ""Microwave"", ""Elevator"", ""Ocean view"", ""Beach view"", ""Private patio or balcony"", ""Dishes and silverware"", ""Oven"", ""TV"", ""Long term stays allowed"", ""Stove"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Ceiling fan"", ""Bed linens"", ""Free parking on premises"", ""Smoke alarm"", ""Dryer""]",$182.00,5,365,5,365,5.0,365.0,14,44,74,254,20,2023-06-14,11,70,12740.0,4.95,4.9,4.9,4.85,4.85,4.95,5.0,f,0.94,"390180030244, TA-107-421-5424-01"
24799,898014845459735578,Swim with the Turtles!,1191923,Hawaii,2011-09-21,"A spacious home steps from one a popular surfing beach where turtles come to nest on the sand and swim in the cove.  Perfectly set up for big families and groups traveling together. Contains six bedrooms, two living rooms, two kitchens, and a spacious game room that can be used as a 7th bedroom!",within a day,100%,59%,f,North Shore,16.0,"['email', 'phone']",t,t,North Shore Oahu,Honolulu,Entire home,Entire home/apt,14,3.0,6.0,7.0,"[""Coffee maker: drip coffee maker"", ""Bathtub"", ""Dining table"", ""Shower gel"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Cleaning available during stay"", ""Refrigerator"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Outdoor shower"", ""Barbecue utensils"", ""Electric stove"", ""Kitchen"", ""Toaster"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Outdoor dining area"", ""Iron"", ""Dishes and silverware"", ""TV"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Blender"", ""Window AC unit"", ""Single oven"", ""Baking sheet"", ""Clothing storage: closet"", ""Rice maker"", ""Shared beach access"", ""Private backyard \u2013 Fully fenced"", ""Bed linens"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm""]",$811.00,30,120,30,120,30.0,120.0,19,49,67,236,0,,0,0,0.0,,,,,,,,f,,
24800,898015102491955467,Portlock Paradise,1191923,Hawaii,2011-09-21,Island style elegance with beach access.    Sitting on large lush ocean access property with a large pool and garden.  Sit and enjoy each other's company in the formal tropical open area living room or gather together in the the relaxing family room.  Enjoy long meals together in the indoor dining room or by the pool side outdoor dining and barbeque area.    There is a private gate access to a beach path and the home is only one home back from the sand.,within a day,100%,59%,f,North Shore,16.0,"['email', 'phone']",t,t,East Honolulu,Honolulu,Entire home,Entire home/apt,10,,4.0,,"[""Garden view"", ""Beach access \u2013 Beachfront"", ""Wifi"", ""Dedicated workspace"", ""BBQ grill"", ""Kitchen"", ""Exterior security cameras on property"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Outdoor dining area"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Sun loungers"", ""Outdoor shower"", ""Outdoor furniture"", ""Private outdoor pool - "", ""Private patio or balcony""]",,30,90,30,90,30.0,90.0,14,44,74,288,1,2023-12-13,0,0,,4.0,5.0,4.0,5.0,4.0,4.0,4.0,f,0.07,"390020180000, TA-008-452-3520-01"
24816,899326838561705342,NEW! Ocean View Hawaii Vacation And Event Retreat,516548307,Kellen Meed,2023-05-25,"Welcome to our breathtaking vacation rental on the Big Island of Hawaii! Nestled amidst stunning natural beauty, this magnificent property boasts not one, but two panoramic homes, providing the perfect getaway for larger groups, family vacations, retreats, and special events. With a total capacity to comfortably sleep 16 guests, our vacation rental ensures ample space. As you step inside, you'll be greeted by panoramic views of the shimmering ocean and majestic mountains, truly awe-inspiring.",within a day,88%,100%,f,,2.0,"['email', 'phone']",t,t,North Kohala,Hawaii,Entire home,Entire home/apt,16,5.0,6.0,8.0,"[""Coffee maker: drip coffee maker"", ""Freezer"", ""Sun loungers"", ""Hair dryer"", ""Bathtub"", ""Dining table"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Cleaning available during stay"", ""Refrigerator"", ""Sea view"", ""Essentials"", ""Wine glasses"", ""Mountain view"", ""Hot water"", ""Outdoor shower"", ""Clothing storage: closet and dresser"", ""Barbecue utensils"", ""Kitchen"", ""Private outdoor pool - available all year, open specific hours"", ""Toaster"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Ocean view"", ""Outdoor dining area"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Smart lock"", ""Oven"", ""TV"", ""Private backyard"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Stove"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Blender"", ""Window AC unit"", ""Ceiling fan"", ""Baking sheet"", ""Bed linens"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hangers"", ""Portable fans"", ""Ethernet connection"", ""Beach essentials"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Self check-in""]","$1,600.00",4,365,4,365,4.0,365.0,15,38,68,307,12,2023-06-15,6,40,64000.0,4.75,4.5,4.67,4.83,4.83,4.75,4.25,t,0.57,
25114,909717632791120224,Spacious Condo In Honolulu,10304911,Yuchen,2013-11-27,"Ocean View Paradise in Downtown Honolulu. Escape to this stunning 2 bedroom, 2 bathroom condo with breathtaking Ocean, Mountain and harbor views right in the heart of Honolulu. Located in the well-maintained Harbor Square, this property offers an unparalleled urban escape with all the comforts of home.",within a day,100%,0%,f,Downtown,1.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"[""Washer"", ""TV"", ""Carbon monoxide alarm"", ""First aid kit"", ""Free parking on premises"", ""Dedicated workspace"", ""Smoke alarm"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Kitchen"", ""Wifi""]",$200.00,30,365,30,365,30.0,365.0,27,57,87,362,0,,0,0,0.0,,,,,,,,f,,
25131,910256309487605101,Kona Coast - 1 Bedroom,452763106,Andrew & Lisa,2022-04-04,Take it easy at this unique and tranquil getaway.,within a day,96%,11%,f,Charlotte Amalie,202.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$210.00,3,365,3,365,3.0,365.0,30,60,89,89,0,,0,0,0.0,,,,,,,,f,,
25133,910306925365789019,Oceanview Condo 174,52900042,Rachel,2016-01-01,"Ocean & garden views from the well outfitted Lanai. Completely remodeled from top to bottom in 2017. Bedroom features a King bed, and built in closets. Full kitchen has been upgraded with top of the line appliance and new cabinets, topped with granite counter tops. Living room and dining room area are very spacious. This unit is it equipped with a new split AC unit in the living room and bedroom.",within a day,100%,86%,f,Wailea,2.0,"['email', 'phone']",t,t,Kihei-Makena,Maui,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Garden view"", ""Cooking basics"", ""Wifi"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Luggage dropoff allowed"", ""Conditioner"", ""Free parking on premises"", ""Shower gel"", ""Smoke alarm"", ""Dining table"", ""Washer"", ""Safe"", ""Body soap"", ""Free resort access"", ""Fire extinguisher"", ""Hair dryer"", ""Clothing storage: wardrobe and dresser"", ""Stainless steel oven"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Dishwasher"", ""Ocean view"", ""Outdoor shower"", ""Bed linens"", ""Free dryer \u2013 In unit"", ""Iron"", ""Freezer"", ""Shared pool"", ""Coffee maker: drip coffee maker"", ""Microwave"", ""Outdoor furniture"", ""Heating - split type ductless system"", ""Self check-in"", ""TV"", ""Cleaning products"", ""Hangers"", ""Coffee"", ""First aid kit"", ""Ceiling fan"", ""Wine glasses"", ""Shampoo"", ""Private patio or balcony""]",$280.00,3,365,3,365,3.0,365.0,8,18,48,255,6,2024-03-11,5,30,8400.0,4.83,5.0,5.0,5.0,5.0,5.0,4.83,f,0.49,"390040840073, TA-166-699-0080-01"
