,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
1393,7697740,Beautiful Condo with Ocean view!,16877044,Steven,2014-06-16,"Welcome to our beautiful condo in popular south Maui at the Kihei Akahi Resort!  Our condo has had  a major remodel and EVERYTHING was updated.  Within minutes to beautiful beaches, restaurants and shopping.  You won't be disappointed.",within an hour,100%,92%,f,Kihei/Wailea,2.0,"['email', 'phone']",t,t,Kihei-Makena,Maui,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"[""Cooking basics"", ""Wifi"", ""BBQ grill"", ""Elevator"", ""Dishes and silverware"", ""Stove"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Patio or balcony"", ""Dryer"", ""Coffee maker"", ""Outdoor dining area"", ""Hair dryer"", ""TV with standard cable"", ""Refrigerator"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Iron"", ""Shared pool"", ""Microwave"", ""Outdoor furniture"", ""Hangers"", ""Oven"", ""Shampoo""]",$193.00,2,1125,1,1125,2.0,1125.0,7,9,14,221,212,2015-08-18,11,66,12738.0,4.81,4.87,4.86,4.89,4.93,4.92,4.82,f,1.82,"390200010098, TA-167-307-0592-02"
1994,11958931,"Mahalo Aina Sanctuary, Jasmine Room",39366616,Steven,2015-07-23,"The Jasmine Room is the ground level, partial ocean view room, queen bed,  with private bathroom. We call it the Jasmine Room because of the fragrant Jasmine Trees outside the room. Rental of this room provides access to shared kitchen, entertainment area, bar, library/study and lanai, onsite therapeutic spa and equestrian services.",within a few hours,100%,78%,f,,3.0,"['email', 'phone']",t,t,North Hilo,Hawaii,Private room in farm stay,Private room,2,1.0,1.0,1.0,"[""Coffee maker"", ""Free washer \u2013 In building"", ""Hair dryer"", ""Pets allowed"", ""Dishwasher"", ""Host greets you"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Breakfast"", ""Kitchen"", ""Lock on bedroom door"", ""Children\u2019s dinnerware"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""TV with standard cable"", ""Oven"", ""Children\u2019s books and toys"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Backyard"", ""EV charger"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Gym"", ""Beach essentials"", ""Free dryer \u2013 In building""]",$176.00,2,1125,2,1125,2.0,1125.0,4,34,64,308,6,2018-03-01,0,0,0.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,0.07,TA-171-666-7392-01
2027,12027124,"Mahalo Aina Sanctuary, Dreamtime Room",39366616,Steven,2015-07-23,"Epic views and Peaceful setting allow for deep, dreamy, restorative sleeps.  The Dreamtime room is an ocean view room that shares a bathroom and balcony with the Banyan room. See Mahalo Aina Sanctuary, Banyan room listing for Photos and more info.",within a few hours,100%,78%,f,,3.0,"['email', 'phone']",t,t,North Hilo,Hawaii,Private room in farm stay,Private room,2,1.5,1.0,1.0,"[""Coffee maker"", ""Hair dryer"", ""Pets allowed"", ""Shared gym in building"", ""Dishwasher"", ""Host greets you"", ""Wifi"", ""BBQ grill"", ""55 inch HDTV with Netflix, HBO Max, Hulu, Disney+, Amazon Prime Video, standard cable, premium cable, Fire TV, Apple TV"", ""Refrigerator"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Breakfast"", ""Kitchen"", ""Lock on bedroom door"", ""Children\u2019s dinnerware"", ""Iron"", ""Dishes and silverware"", ""Washer"", ""Children\u2019s books and toys"", ""Oven"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Stove"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""EV charger"", ""Private backyard \u2013 Fully fenced"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Shared patio or balcony"", ""Beach essentials"", ""Free dryer \u2013 In building""]",$176.00,2,1125,2,1125,2.0,1125.0,6,17,47,322,21,2017-02-22,2,12,2112.0,4.95,4.9,5.0,5.0,5.0,4.95,4.95,f,0.21,TA-171-666-7392-01
2168,12706955,Ideal For Two Couples Travelling Together,69076063,Steven,2016-04-26,Condo located in beautiful South Maui in hotel zoned area not affected by the Lahaina fire.<br />The main living area is open concept with a fully equipped kitchen.  The condo features walk out access to the beautifully landscaped courtyard and pool with a private covered lanai.<br />Bedrooms have a queen size bed. <br />Both bathrooms have walk in showers.  Bath towels and beach towels are provided. <br />ALL OUR PRICES INCLUDE THE HAWAII STATE 14.41% tax.,within an hour,100%,100%,t,Kihei/Wailea,2.0,"['email', 'phone']",t,t,Kihei-Makena,Maui,Entire condo,Entire home/apt,4,2.0,2.0,2.0,"[""Coffee maker"", ""Shared pool - available all year"", ""Freezer"", ""Hair dryer"", ""Stainless steel stove"", ""Dining table"", ""Dishwasher"", ""Board games"", ""Self check-in"", ""Outdoor furniture"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Wine glasses"", ""Hot water"", ""BBQ grill: gas"", ""Clothing storage: closet and dresser"", ""Barbecue utensils"", ""Paid washer \u2013 In building"", ""Kitchen"", ""Toaster"", ""Outdoor dining area"", ""Microwave"", ""Drying rack for clothing"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Smart lock"", ""Shared backyard \u2013 Fully fenced"", ""50 inch HDTV with standard cable"", ""Mini golf"", ""Long term stays allowed"", ""Cooking basics"", ""Books and reading material"", ""Shampoo"", ""Blender"", ""Courtyard view"", ""Ceiling fan"", ""Baking sheet"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Mini fridge"", ""Stainless steel oven"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Central air conditioning"", ""Beach essentials"", ""Paid dryer \u2013 In building""]",$293.00,7,90,7,90,7.0,90.0,4,34,64,218,35,2017-12-29,5,42,12306.0,4.77,4.8,4.63,4.83,4.8,4.89,4.74,t,0.4,"390011290000, TA-041-675-5712-01"
2169,12707911,One Bedroom Condo with Peek-a-Boo Ocean View,69076063,Steven,2016-04-26,"This 1 bedroom, 1 bathroom with sofa bed in living room is located in a quiet complex, away from street traffic within 200 yards of Sugar Beach named for it's white sand & spectacular sunsets.  Closely located to restaurants, shopping & any activities you could want.  <br /><br />The 2nd floor condo has everything you need for a comfortable stay.  The courtyard & pool are beautifully maintained with barbecues for the use of our guests.  A perfect place to stay for all your adventures or relax by the pool.",within an hour,100%,100%,t,Kihei/Wailea,2.0,"['email', 'phone']",t,t,Kihei-Makena,Maui,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"[""Shared pool - available all year"", ""Freezer"", ""Hair dryer"", ""Frigidaire electric stove"", ""Self check-in"", ""Outdoor furniture"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""BBQ grill: gas"", ""Wine glasses"", ""Hot water"", ""Clothing storage: closet and dresser"", ""Barbecue utensils"", ""Paid washer \u2013 In building"", ""Kitchen"", ""Coffee maker: Keurig coffee machine"", ""Toaster"", ""Outdoor dining area"", ""Microwave"", ""Drying rack for clothing"", ""Beach view"", ""Iron"", ""Dishes and silverware"", ""Oven"", ""50 inch HDTV with standard cable"", ""Shared backyard \u2013 Fully fenced"", ""Long term stays allowed"", ""Cooking basics"", ""Keypad"", ""Fire extinguisher"", ""Blender"", ""Ceiling fan"", ""Baking sheet"", ""Shared beach access"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Shared patio or balcony"", ""Central air conditioning"", ""Beach essentials"", ""Paid dryer \u2013 In building""]",$203.00,5,90,5,90,5.0,90.0,29,59,89,297,94,2016-07-17,9,80,16240.0,4.88,4.86,4.91,4.88,4.95,4.88,4.81,t,0.89,"390011290000, TA-041-675-5712-07"
2411,13564088,Ko Olina Beach Villas Resort 3Bed 3Bath Ocean View,78175456,Steven,2016-06-16,"My villa is close to the beach & family-friendly activities. You’ll love the comfy bed, coziness, full kitchen, and amazing views. The villa is great for couples, romantics, business travelers, families (with kids), and big groups.<br />It has high end furnishings with the amenities of home and a personal greeter to help you with all your needs. It will truly be a memorable experience!<br /><br />Optional 6 -seater golf cart for use- $450 additional cost for your stay<br />TAT number is TA-139-917-7216-01",within an hour,100%,100%,t,Makakilo/Kapolei/Honokai Hale,1.0,"['email', 'phone']",t,t,Ewa,Honolulu,Entire serviced apartment,Entire home/apt,8,3.0,3.0,4.0,"[""Safe"", ""Dining table"", ""Board games"", ""Shower gel"", ""Shared sauna"", ""Private gym in building"", ""Beach access \u2013 Beachfront"", ""Baby safety gates"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Toaster"", ""Microwave"", ""High chair"", ""Waterfront"", ""Cooking basics"", ""Dedicated workspace"", ""Resort access"", ""Lake access"", ""Baking sheet"", ""Rice maker"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hot water kettle"", ""Smoke alarm"", ""Ethernet connection"", ""Coffee maker"", ""Baby monitor"", ""Pack \u2019n play/Travel crib"", ""Luggage dropoff allowed"", ""Hot water"", ""Cleaning products"", ""Shared outdoor pool - available all year, open specific hours, heated, lap pool, olympic-sized, saltwater"", ""Single level home"", ""Children\u2019s dinnerware"", ""Iron"", ""Private patio or balcony"", ""Oven"", ""Shared backyard \u2013 Fully fenced"", ""Long term stays allowed"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Ceiling fan"", ""Bed linens"", ""Carbon monoxide alarm"", ""Portable fans"", ""Laundromat nearby"", ""Central air conditioning"", ""Coffee"", ""Beach essentials"", ""Freezer"", ""Hair dryer"", ""Host greets you"", ""BBQ grill"", ""60 inch HDTV with Amazon Prime Video, Apple TV, Netflix, premium cable, standard cable"", ""Private entrance"", ""Essentials"", ""Outdoor shower"", ""Barbecue utensils"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Ocean view"", ""Window guards"", ""Wolf stainless steel electric stove"", ""Beach view"", ""Dishes and silverware"", ""Crib"", ""Outlet covers"", ""Children\u2019s books and toys"", ""First aid kit"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat"", ""Babysitter recommendations"", ""Free parking on premises"", ""Hangers"", ""Harbor view"", ""Room-darkening shades"", ""Heating"", ""Bathtub"", ""Garden view"", ""Hawaiian Blends conditioner"", ""Dishwasher"", ""Outdoor furniture"", ""Wifi"", ""Outdoor kitchen"", ""Golf course view"", ""Refrigerator"", ""Resort view"", ""Wine glasses"", ""Mountain view"", ""Shared hot tub"", ""Marina view"", ""Kitchen"", ""Elevator"", ""Books and reading material"", ""Shampoo"", ""Blender"", ""Exterior security cameras on property"", ""Hawaiian Blends body soap"", ""Game console""]",$975.00,6,1125,6,1125,6.0,1125.0,8,16,29,61,44,2016-08-31,9,108,105300.0,4.93,4.95,4.84,4.91,4.95,4.93,4.86,t,0.42,"910570090113, O-922, TA-139-917-7216-01"
2758,15616808,Pacific Shores across street from Kama'ole Beach I,100681032,Edward,2016-10-21,"All HI taxes are included with this condo, located across the street from beautiful Charley Young / Kamaole Beach I. Walk to sunsets over the Pacific. Come for whale season Jan, Feb, March.  Nearby restaurants, shopping, beach parks, surf board rentals and lessons, beach walks, shopping, golf, and Wailea mall. Ideal 1st floor unit is close to the pool area with 4 BBQ's. There are 2 assigned parking spots. Beach chairs, umbrellas, body boards, and towels are provided.<br />TA-073-298-9440-01",within an hour,100%,100%,t,Kihei/Wailea,1.0,"['email', 'phone']",t,f,Kihei-Makena,Maui,Entire condo,Entire home/apt,6,2.0,2.0,3.0,"[""Cooking basics"", ""Wifi"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Conditioner"", ""Free parking on premises"", ""Smoke alarm"", ""High chair"", ""Washer"", ""Dining table"", ""Body soap"", ""Whirlpool refrigerator"", ""Dryer"", ""BBQ grill: gas"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Hot water kettle"", ""TV with standard cable"", ""Extra pillows and blankets"", ""Air conditioning"", ""Rice maker"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Beach essentials"", ""Outdoor shower"", ""Blender"", ""Bed linens"", ""Bathtub"", ""Barbecue utensils"", ""Iron"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Microwave"", ""Outdoor furniture"", ""Toaster"", ""Room-darkening shades"", ""Cleaning products"", ""Hangers"", ""Portable fans"", ""Shared beach access"", ""Oven"", ""Baking sheet"", ""Single level home"", ""Ceiling fan"", ""Wine glasses"", ""Shampoo"", ""Private patio or balcony"", ""Shared pool - available all year""]",$269.00,3,1125,3,1125,3.0,1125.0,13,33,63,324,177,2016-11-28,21,120,32280.0,4.88,4.87,4.77,4.96,4.93,4.88,4.8,f,1.75,"390180020076, TA-073-298-9440-01"
4289,20652430,Deleted Listing,66386123,Edward,2016-04-08,"Delete this ListingMarriott  Kauai Master Suite Condo for 2024: Price is $399../night x 7 =$2,793./week. First week available is Jan. 6-13,2024. Room occupancy tax charged by Marriott that is collected on first day of check-in.  Week can be  confirmed NOW  for Marriott Kauai Beach Club any 7 days stay for 2024.  Open weeks starts Friday Jan. 6,2024. Premium Balcony Oceanview of Beaches/ Pools. All Marriott amenities  included. Sleeps 4 adults plus a child beds and/or basinet for total of 5",,,,f,Kauaʻi,7.0,['phone'],t,t,Lihue,Kauai,Room in hotel,Private room,6,,1.0,,"[""Garden view"", ""Beach access \u2013 Beachfront"", ""Wifi"", ""Paid washer \u2013 In building"", ""Clothing storage: closet and dresser"", ""Conditioner"", ""Paid parking lot off premises"", ""Marina view"", ""Resort view"", ""Luggage dropoff allowed"", ""High chair"", ""Dining table"", ""Shared hot tub - available all year"", ""Sea view"", ""Hammock"", ""Hair dryer"", ""Mini fridge"", ""Beach view"", ""Central heating"", ""Bathtub"", ""Iron"", ""City skyline view"", ""Bay view"", ""Exercise equipment: elliptical, stationary bike, treadmill"", ""Room-darkening shades"", ""First aid kit"", ""Wine glasses"", ""Shampoo"", ""Free residential garage on premises \u2013 99 spaces"", ""Central air conditioning"", ""Private entrance"", ""Smoke alarm"", ""Shared gym in building"", ""Safe"", ""Free resort access"", ""BBQ grill: gas"", ""Paid dryer \u2013 In building"", ""48 inch HDTV"", ""Ocean view"", ""Outdoor furniture"", ""Private living room"", ""Heating - split type ductless system"", ""Golf course view"", ""Cleaning products"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Elevator"", ""Dishes and silverware"", ""Courtyard view"", ""Body soap"", ""Coffee maker"", ""Pool table"", ""AC - split type ductless system"", ""River view"", ""Free street parking"", ""Hot water"", ""Outdoor shower"", ""Bed linens"", ""Barbecue utensils"", ""Pool view"", ""Toaster"", ""Hangers"", ""Private patio or balcony"", ""Shared pool - available all year"", ""Cooking basics"", ""Fire extinguisher"", ""Paid parking on premises"", ""Waterfront"", ""Refrigerator"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Essentials"", ""Carbon monoxide alarm"", ""Microwave"", ""Crib - available upon request"", ""Coffee"", ""Harbor view"", ""Ceiling fan"", ""Shared sauna""]",,7,7,7,7,7.0,7.0,0,0,0,16,2,2018-01-28,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.02,"350020020000, TA-350-020-0200-00"
4997,22673169,Your Oasis in Paradise,31585767,Edward,2015-04-20,"Luxury high-rise large condo next to Ala Moana Beach Park and Ala Moana Mall with unobstructed panoramic view, minutes to central Waikiki.",,,100%,f,Ala Moana/Kakaako,1.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Heating"", ""Hair dryer"", ""Host greets you"", ""Wifi"", ""Shared pool"", ""Essentials"", ""Hot water"", ""Kitchen"", ""Microwave"", ""Elevator"", ""Beach view"", ""Private patio or balcony"", ""Iron"", ""TV with standard cable"", ""Washer"", ""Long term stays allowed"", ""Air conditioning"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Ethernet connection""]",$206.00,90,730,90,1125,90.0,1125.0,4,24,24,24,3,2021-02-28,0,0,0.0,5.0,4.67,4.67,5.0,5.0,5.0,5.0,f,0.06,
6709,30200756,Upcountry Hospitality in the Paniolo Tiny Home,7620,Lea & Pat,2009-02-09,"The Paniolo is tucked into beautiful and private gardens, behind our historic Waimea Guesthouse built in the 1800's. This tiny home has been featured in At Home Magazine and Tiny Home Hunters. <br /><br />The secluded tiny home offers guests all of the amenities of a stand-alone home, on a smaller scale. A full kitchen, bathroom, dining nook, lofted bedroom with a queen bed and a private outdoor shower.",within an hour,100%,96%,t,Island of Hawaiʻi,6.0,"['email', 'phone']",t,t,South Kohala,Hawaii,Tiny home,Entire home/apt,3,1.0,1.0,2.0,"[""Coffee maker"", ""Bathtub"", ""Garden view"", ""Shower gel"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Free street parking"", ""Breakfast"", ""Kitchen"", ""Cleaning products"", ""Body soap"", ""Iron"", ""Dishes and silverware"", ""Crib"", ""Children\u2019s books and toys"", ""Long term stays allowed"", ""Cooking basics"", ""Dedicated workspace"", ""Stove"", ""Fire extinguisher"", ""Exercise equipment"", ""Backyard"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Beach essentials"", ""Self check-in""]",$124.00,3,200,3,1125,3.0,1125.0,0,0,0,0,73,2018-12-26,17,114,14136.0,4.89,4.85,4.85,4.89,4.89,4.97,4.75,t,0.96,119-269-5808-01R
7232,31917494,"Clean, quiet, remodeled studio in downtown Kona!",239281461,Steven,2019-01-27,"This newly remodeled pool view, ground floor unit has new appliances including a fullsize refrigerator and built-in microwave. Plenty of kitchenette granite countertop space with a beautiful Koa wood bar and two stools.<br /><br />The main room features a new understorage queen-size bed with room for suitcases and personal belongings.<br /><br />The bathroom is larger than expected for this size unit with a newly tiled shower and plenty of storage.<br /> <br />New, beautifully decorated, super clean!",within an hour,100%,80%,f,Kailua/Kona,1.0,"['email', 'phone']",t,f,North Kona,Hawaii,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Exterior security cameras on property"", ""Washer"", ""Essentials"", ""TV"", ""Free parking on premises"", ""Shared hot tub"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Kitchen"", ""Shampoo"", ""Dryer"", ""Pool"", ""Wifi"", ""Iron"", ""Private entrance""]",$179.00,4,1125,4,1125,4.0,1125.0,4,4,4,4,58,2019-02-21,1,32,5728.0,4.86,4.9,4.91,4.86,4.86,4.97,4.83,f,0.79,
8034,34715047,Sorry Rented Marriott Kauai Beach Club Full Condo,66386123,Edward,2016-04-08,"Sorry already Rented  Jan. 6th - 13th, 2024 Marriott Kauai Beach Club,  Full Condo, SLEEPS 8 ADULTS  plus child bed or bassinet = sleeps 10.  All hotel amenities include kitchenette,full bathroom, internet, cable TV,  PRICES Reduced : $695. x 7=$4,865./week. ( Normal Marriott member price is $ $785./night.)   Kauai, Hi county Occupancy Room Tax (13.25%) calculated and collected at sign-in date by Marriott  Plus: HI. State Sales tax is 4.5%.",,,,f,Kauaʻi,7.0,['phone'],t,t,Lihue,Kauai,Private room in resort,Private room,10,,1.0,,"[""Beach access \u2013 Beachfront"", ""Wifi"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Conditioner"", ""Children\u2019s books and toys"", ""Luggage dropoff allowed"", ""Private backyard"", ""High chair"", ""Dining table"", ""Shared hot tub - available all year"", ""Changing table"", ""Hammock"", ""Dryer \u2013 In building"", ""Hair dryer"", ""Outdoor dining area"", ""Mini fridge"", ""Pack \u2019n play/Travel crib"", ""Beach view"", ""Central heating"", ""Bathtub"", ""Iron"", ""City skyline view"", ""Bay view"", ""Room-darkening shades"", ""First aid kit"", ""Wine glasses"", ""Shampoo"", ""Bikes"", ""Central air conditioning"", ""Private entrance"", ""Canal view"", ""Washer \u2013\u00a0In building"", ""Free parking on premises"", ""Smoke alarm"", ""Safe"", ""Free resort access"", ""BBQ grill: gas"", ""Gym"", ""48 inch HDTV with standard cable"", ""Hot water kettle"", ""Outdoor furniture"", ""Private living room"", ""Heating - split type ductless system"", ""Cleaning products"", ""Drying rack for clothing"", ""Elevator"", ""Dishes and silverware"", ""Courtyard view"", ""Shower gel"", ""Body soap"", ""Pool table"", ""AC - split type ductless system"", ""Free street parking"", ""Hot water"", ""Outdoor shower"", ""Bed linens"", ""Barbecue utensils"", ""Shared pool"", ""Toaster"", ""Hangers"", ""Books and reading material"", ""Game console"", ""Outdoor playground"", ""Private patio or balcony"", ""Cooking basics"", ""Fire extinguisher"", ""Paid parking on premises"", ""Waterfront"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Beach essentials"", ""Essentials"", ""Exercise equipment: stationary bike, treadmill"", ""Carbon monoxide alarm"", ""Coffee maker: drip coffee maker"", ""Microwave"", ""Crib - available upon request"", ""Coffee"", ""Shared sauna""]",,7,7,7,7,7.0,7.0,0,0,0,0,2,2020-02-07,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,0.03,"350020020000, TA-350-020-0200-00"
9565,40748994,The Sandy Feet Retreat-Kauai's Royal Coconut Coast,316427176,Steven,2019-12-11,"This gorgeous oceanfront, two bedroom, two bath condo at Lae Nani in Kapaa is the perfect place to relax and enjoy yourself with friends and family. <br /><br />Private, top floor end unit (no one above you), featuring high ceilings, a fully equipped kitchen with granite counter tops, new cabinets, new lighting, farmhouse stainless sink & tile floor.<br /><br />The beach is just steps away across the beautifully landscaped vast lawn. Children can wade in the sheltered lagoon or play in the swimming pool",within an hour,100%,100%,t,Kauaʻi,2.0,"['email', 'phone']",t,t,Kapaa-Wailua,Kauai,Entire condo,Entire home/apt,4,2.0,2.0,3.0,"[""Coffee maker"", ""Freezer"", ""Hair dryer"", ""Dining table"", ""Dishwasher"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Kitchen"", ""Toaster"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Waterfront"", ""Oven"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Patio or balcony"", ""Stove"", ""Fire extinguisher"", ""Keypad"", ""Shampoo"", ""Ceiling fan"", ""Baking sheet"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Laundromat nearby"", ""Central air conditioning"", ""Beach essentials"", ""Self check-in""]",$467.00,1,28,3,365,3.0,365.0,5,16,26,227,49,2021-03-23,10,66,30822.0,4.84,4.86,4.76,4.9,4.92,4.98,4.86,t,1.01,"430020100060, TA-175-776-8192-01"
10981,45674277,Stunning Oceanfront Maui Condominium!!!,370027957,Steven,2020-09-30,"Enjoy your stay at this luxury oceanfront condo.  It's only 21 steps from the ocean!  Right in front of the ocean, you can lay by the resort pool.  We are located right next to the famous Ma 'alaea Village where you can take whale watching tours, snorkeling excursions and deep sea fishing excursions.  Or, just sit on your lanai and enjoy watching surfers, whales and sunrises over Haleakala while sipping on your favorite tropical drink.   Visit the Maui Ocean Center Aquarium, just a short walk.",within a few hours,100%,100%,f,,1.0,"['email', 'phone']",t,t,Kihei-Makena,Maui,Entire condo,Entire home/apt,4,1.0,1.0,1.0,"[""Heating"", ""Hair dryer"", ""Dishwasher"", ""Wifi"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Wine glasses"", ""Barbecue utensils"", ""Electric stove"", ""Kitchen"", ""Toaster"", ""Iron"", ""Dishes and silverware"", ""Lockbox"", ""Washer"", ""TV"", ""Cooking basics"", ""Air conditioning"", ""Fire extinguisher"", ""Blender"", ""Ceiling fan"", ""Bed linens"", ""Free parking on premises"", ""Private pool"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Dryer"", ""Self check-in""]",$162.00,3,45,2,45,3.0,45.0,3,7,24,148,35,2021-02-24,7,42,6804.0,4.86,4.8,4.71,4.94,4.94,4.74,4.77,f,0.71,"140220014001, TA-055-642-3168-01"
11484,47178121,Cute Ground floor by beach and ocean access! #102,375037486,Steven,2020-11-09,"ALOHA AND WELCOME TO HALE KAI # 102<br /><br />Only three (3) short steps to the beach sand from the porch, with breathtaking full ocean plus Lanai Island views from the living room, ocean plus Molokai Island views from the bedroom, and all the ocean sounds to sooth the soul, you can not get much closer to the beautiful Maui Pacific Ocean paradise.""<br /><br />Beautiful one bedroom condo with king bed and sleeper sofa that can accommodate up to four people. Children welcome!",within an hour,100%,100%,t,,18.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire condo,Entire home/apt,4,1.0,1.0,1.0,"[""Conditioner"", ""Coffee maker: drip coffee maker"", ""Freezer"", ""Hair dryer"", ""Shared outdoor pool - available all year, open specific hours"", ""Dining table"", ""Dishwasher"", ""Self check-in"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Refrigerator"", ""Shared backyard \u2013 Not fully fenced"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Free street parking"", ""Electric stove"", ""Paid washer \u2013 In building"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Body soap"", ""Microwave"", ""Ocean view"", ""Outdoor dining area"", ""Single level home"", ""Beach view"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Private patio or balcony"", ""TV with standard cable"", ""Oven"", ""Waterfront"", ""Lockbox"", ""Long term stays allowed"", ""Dedicated workspace"", ""Books and reading material"", ""Fire extinguisher"", ""Shampoo"", ""Blender"", ""Ceiling fan"", ""Baking sheet"", ""Shared beach access"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Park view"", ""Laundromat nearby"", ""Coffee"", ""Paid dryer \u2013 In building""]",$236.00,1,1125,1,1125,2.6,1117.3,6,20,29,115,46,2021-02-17,16,114,26904.0,4.96,4.91,4.83,4.96,4.98,4.96,4.76,t,0.93,"440010420002, TA-081-380-3520-01"
